time_period,time_identifier,geographic_level,country_code,country_name,itt_route,institution_type,breakdown_topic,breakdown,trainee_number,trainee_percentage
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Known Sex,184,95
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Total,Secondary,1107,85
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Male,371,35
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Female,679,64
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Other Sex,16,2
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Secondary Known Sex,1066,96
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Asian / Asian British,165,13
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Black / African / Caribbean / Black British,97,8
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Mixed / Multiple ethnic groups,62,5
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Other Ethnicity,43,3
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,White,874,70
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Ethnicity,Total Known Ethnicity,1241,95
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Disability,Disability Declared,131,11
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Disability,No Disability Declared,1108,89
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Disability,Total Known Disability,1239,95
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,EEA,52,4
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,UK,1198,92
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,Other Nationality,51,4
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Nationality,Total Known Nationality,1301,100
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,New Entrants,1433,5
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Study Pattern,Full Time,1410,98
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Study Pattern,Part Time,23,2
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,under 25,342,24
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,25 to 29,397,28
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,30 to 34,209,15
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,35 to 39,165,12
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,40 to 44,144,10
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,45 to 49,118,8
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,50 to 54,45,3
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,55 and over,13,1
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,Mean,32,null
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Age,Median,29,null
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Male,352,25
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Female,1076,75
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Other Sex,1,0
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Known Sex,1429,100
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,Primary,898,63
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Male,140,16
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Female,756,84
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Other Sex,1,0
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Primary Known Sex,897,100
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Total,Secondary,535,37
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Male,212,40
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Female,320,60
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Sex,Secondary Known Sex,532,99
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Asian / Asian British,113,8
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Black / African / Caribbean / Black British,69,5
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Mixed / Multiple ethnic groups,52,4
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Other Ethnicity,24,2
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,White,1136,81
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Ethnicity,Total Known Ethnicity,1394,97
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Disability,Disability Declared,157,12
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Disability,No Disability Declared,1169,88
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Disability,Total Known Disability,1326,93
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,EEA,52,4
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,UK,1329,94
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,Other Nationality,34,2
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Total,Nationality,Total Known Nationality,1415,99
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Total,New Entrants,865,3
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Study Pattern,Full Time,865,100
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Study Pattern,Part Time,0,0
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,under 25,205,24
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,25 to 29,247,29
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,30 to 34,125,14
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,35 to 39,99,11
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,40 to 44,87,10
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,45 to 49,69,8
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,50 to 54,26,3
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,55 and over,7,1
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,Mean,32,null
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Age,Median,29,null
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Male,183,21
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Female,677,79
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Other Sex,1,0
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Known Sex,861,100
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Total,Primary,583,67
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Primary Male,89,15
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Primary Female,492,85
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Primary Other Sex,1,0
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Primary Known Sex,582,100
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Total,Secondary,282,33
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Secondary Male,94,34
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Secondary Female,185,66
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Secondary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Sex,Secondary Known Sex,279,99
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Ethnicity,Asian / Asian British,72,9
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Ethnicity,Black / African / Caribbean / Black British,46,6
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Ethnicity,Mixed / Multiple ethnic groups,38,5
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Ethnicity,Other Ethnicity,21,3
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Ethnicity,White,657,79
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Ethnicity,Total Known Ethnicity,834,96
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Disability,Disability Declared,93,12
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Disability,No Disability Declared,691,88
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Disability,Total Known Disability,784,91
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Nationality,EEA,29,3
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Nationality,UK,819,95
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Nationality,Other Nationality,17,2
202324,Academic year,National,E92000001,England,PG Salaried PGTA,School Centred ITT,Nationality,Total Known Nationality,865,100
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Total,New Entrants,568,2
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Study Pattern,Full Time,545,96
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Study Pattern,Part Time,23,4
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,under 25,137,24
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,25 to 29,150,26
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,30 to 34,84,15
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,35 to 39,66,12
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,40 to 44,57,10
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,45 to 49,49,9
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,50 to 54,19,3
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,55 and over,6,1
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,Mean,32,null
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Age,Median,29,null
202324,Academic year,National,E92000001,England,PG Salaried PGTA,Higher Education Institution,Sex,Male,169,30
